call_idx,turn_idx,sentence,act
1296,6,royal spice is a nice place in the north of town and the prices are cheap,"['inform', 'offer']"
1296,7,okay what kind of food,['request']
1296,8,royal spice serves indian food,"['inform', 'offer']"
1296,9,okay can i get the phone number,['request']
1296,10,royal spice is a great restaurant,['offer']
1296,11,uh phone number,['request']
1296,12,the phone number of royal spice is,"['inform', 'offer']"
1296,13,okay thank you and good bye,['bye']
1297,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1297,1,uh yes im looking for a restaurant in the center that serves lebanese food,"['inform', 'affirm']"
1297,2,ali baba is a nice restaurant in the centre of town serving lebanese food,"['inform', 'offer']"
1297,3,okay can i get their addresses,['request']
1297,4,sure ali baba is on hills road city centre,"['inform', 'offer']"
1297,5,and their phone number,['request']
1297,6,the phone number of ali baba is,"['inform', 'offer']"
1297,7,and whats the price range,['request']
1297,8,ali baba is in the moderate price range,"['inform', 'offer']"
1297,9,okay thank you very much and good bye,['bye']
1297,10,can i help you with anything else?,['reqmore']
1297,11,uh no thank you and good bye,['negate']
1298,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1298,1,uh yes i want to find a restaurant in the north part of town that serves,"['inform', 'affirm']"
1298,2,what part of town do you have in mind?,['request']
1298,3,uh the north,['inform']
1298,4,what kind of food would you like?,['request']
1298,5,mediterranean food,['inform']
1298,6,i m sorry but there is no mediterranean restaurant in the north of town,['canthelp']
1298,7,okay how about any area,"['inform', 'reqalts']"
1298,8,i m sorry but there is no mediterranean restaurant in the north of town,['canthelp']
1298,9,okay how about any part of town,"['inform', 'reqalts']"
1298,10,shiraz restaurant serves mediterranean food,"['inform', 'offer']"
1298,11,okay and uh can i get the addresses,['request']
1298,12,sure shiraz restaurant is on regent street city centre,"['inform', 'offer']"
1298,13,okay and whats the post code,['request']
1298,14,the post code of shiraz restaurant is c b d p,"['inform', 'offer']"
1298,15,okay and uh the phone number,['request']
1298,16,the phone number of shiraz restaurant is,"['inform', 'offer']"
1298,17,okay thank you and good bye,['bye']
1299,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1299,1,ah yes can i get ah expensive restaurant in the south part of town,"['inform', 'affirm']"
1299,2,what kind of food would you like?,['request']
1299,3,ah it doesnt matter,['inform']
1299,4,chiquito restaurant bar is a nice place in the south of town and the prices are expensive,"['inform', 'offer']"
1299,5,kay can i get the phone number,['request']
1299,6,the phone number of chiquito restaurant bar is,"['inform', 'offer']"
1299,7,kay and ah where is it located,['request']
1299,8,chiquito restaurant bar is a great restaurant,['offer']
1299,9,okay and ah wheres it located,['request']
1299,10,the post code of chiquito restaurant bar is c b d y,"['inform', 'offer']"
1299,11,okay and whats the address,['request']
1299,12,sure chiquito restaurant bar is on g cambridge leisure park cherry hinton road cherry hinton,"['inform', 'offer']"
1299,13,okay thank you and goodbye,"['thankyou', 'bye']"
1300,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1300,1,uh yes can i find an expensive restaurant that serves italian food,"['inform', 'affirm']"
1300,2,what part of town do you have in mind?,['request']
1300,3,center,['inform']
1300,4,ask is a nice place in the centre of town serving tasty italian food,"['inform', 'offer']"
1300,5,okay and can i get their addresses,['request']
1300,6,sure ask is on bridge street city centre,"['inform', 'offer']"
1300,7,and the phone number,['request']
1300,8,the phone number of ask is,"['inform', 'offer']"
1300,9,okay uh thank you and good bye,"['thankyou', 'bye']"
1301,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1301,1,uh yes im looking for a cheap restaurant that serves mediterranean food,"['inform', 'affirm']"
1301,2,the gardenia serves mediterranean food in the cheap price range,"['inform', 'offer']"
1301,3,okay and the phone number,['request']
1301,4,the phone number of the gardenia is,"['inform', 'offer']"
1301,5,and the post code,['request']
1301,6,the post code of the gardenia is c b l l,"['inform', 'offer']"
1301,7,okay um,['ack']
1301,8,i am sorry but there is no other mediterranean restaurant in the cheap price range,"['canthelp.exception', 'canthelp']"
1301,9,good bye,['bye']
1302,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1302,1,ah can i find a unintelligible restaurant serving scotch food,['null']
1302,2,i m sorry but there is no restaurant serving welsh food,['canthelp']
1302,3,ah scottish food,['inform']
1302,4,i m sorry but there is no restaurant serving scottish food,['canthelp']
1302,5,okay uh how bout british food,['inform']
1302,6,you are looking for a scottish restaurant right?,['expl-conf']
1302,7,uh no im loo ah change it to british,"['inform', 'negate']"
1302,8,what part of town do you have in mind?,['request']
1302,9,ah how bout an expensive one,"['inform', 'reqalts']"
1302,10,restaurant serves british food in the expensive price range,"['inform', 'offer']"
1302,11,kay can i get their phone number please,['request']
1302,12,the phone number of restaurant is,"['inform', 'offer']"
1302,13,okay ah i think that do it thank you and goodbye,"['thankyou', 'bye']"
1303,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1303,1,uh african food,['inform']
1303,2,bedouin serves african food,"['inform', 'offer']"
1303,3,okay and uh whats the addresses,['request']
1303,4,sure bedouin is on mill road city centre,"['inform', 'offer']"
1303,5,uh thank you and good bye,"['thankyou', 'bye']"
1304,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1304,1,uh yes can i find a cheap restaurant in the north part of town,"['inform', 'affirm']"
1304,2,da vinci pizzeria is a nice restaurant in the north of town in the cheap price range,"['inform', 'offer']"
1304,3,and can i have the addresses,['request']
1304,4,sure da vinci pizzeria is on milton road chesterton,"['inform', 'offer']"
1304,5,and the post code,['request']
1304,6,the post code of da vinci pizzeria is c b j y,"['inform', 'offer']"
1304,7,and the phone number,['request']
1304,8,the phone number of da vinci pizzeria is,"['inform', 'offer']"
1304,9,okay thank you and good bye,['bye']
1305,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1305,1,uh yes,['affirm']
1305,2,what part of town do you have in mind?,['request']
1305,3,i need,['null']
1305,4,cambridge is a great restaurant,['offer']
1305,5,a cheap restaurant in the west part of town,['inform']
1305,6,thanh binh is a nice restaurant in the west of town in the cheap price range,"['inform', 'offer']"
1305,7,and the addresses,['request']
1305,8,sure thanh binh is on magdalene street city centre,"['inform', 'offer']"
1305,9,and the phone number,['request']
1305,10,the phone number of thanh binh is,"['inform', 'offer']"
1305,11,uh thank you and good bye,"['thankyou', 'bye']"
1306,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1306,1,uh yes can i find a moderately priced restaurant and it serve it should serve brazilian food,"['inform', 'affirm']"
1306,2,i m sorry but there is no restaurant serving brazilian food,['canthelp']
1306,3,okay how about a gastropub,"['inform', 'reqalts']"
1306,4,i m sorry but there is no restaurant serving brazilian food,['canthelp']
1306,5,okay uh,['ack']
1306,6,la tasca is in the moderate price range,"['inform', 'offer']"
1306,7,okay moderate price range gastropub,['inform']
1306,8,the cow pizza kitchen and bar serves gastropub food in the moderate price range,"['inform', 'offer']"
1306,9,okay can i get the addresses,['request']
1306,10,sure the cow pizza kitchen and bar is on corn exchange street,"['inform', 'offer']"
1306,11,okay and what area,['request']
1306,12,the cow pizza kitchen and bar is a nice place in the centre of town,"['inform', 'offer']"
1306,13,okay and uh how about the phone number,['request']
1306,14,the phone number of the cow pizza kitchen and bar is,"['inform', 'offer']"
1306,15,okay thank you and good bye,['bye']
1307,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1307,1,uh yeah can i find a restaurant in the south part of town serving turkish food,"['inform', 'affirm']"
1307,2,sorry there is no turkish restaurant in the south of town,['canthelp']
1307,3,okay how about chinese food,"['inform', 'reqalts']"
1307,4,sorry there is no japanese restaurant in the south of town,['canthelp']
1307,5,uh chinese,['inform']
1307,6,peking restaurant is a nice restaurant in the south of town serving chinese food,"['inform', 'offer']"
1307,7,okay and whats the price range,['request']
1307,8,the post code of peking restaurant is c b n x,"['inform', 'offer']"
1307,9,okay and price range,['request']
1307,10,peking restaurant is in the expensive price range,"['inform', 'offer']"
